freesound_id,id,path,start_sample,end_sample,loudness,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,key,scale,key_strength
,None_f0,../data/Target.mp3,25088,50176,0.0013323591984048182,-786.9823,162.60529,-5.5660515,9.682838,1.7902756,-11.477837,-0.16471863,-7.6575356,7.438652,-3.6363106,-14.4771,-19.772602,-7.062456,B,major,0.8137980699539185
,None_f1,../data/Target.mp3,50176,74752,0.0014341062245269616,-785.0894,171.15547,-13.80125,19.831203,5.5795784,-17.901764,-1.0096054,-2.6625366,8.186188,-1.7316818,-4.6985683,-18.959557,-5.528143,B,minor,0.8324958682060242
,None_f2,../data/Target.mp3,74752,99840,0.0013180092281224777,-786.34106,165.76859,-10.443653,16.17109,4.332176,-19.45509,-5.57868,-2.3033028,17.917934,-0.8652954,-4.1268845,-6.60392,6.7366905,B,minor,0.8244595527648926
,None_f3,../data/Target.mp3,99840,124928,0.0015129603597582603,-781.79407,168.11,-3.3686905,23.135181,13.4826355,-7.8656693,-6.522726,-0.08704758,6.614422,-5.1705017,-18.642138,-12.595329,-1.7105484,B,minor,0.8388952612876892
,None_f4,../data/Target.mp3,124928,149504,0.0013676782449086506,-795.29065,166.38895,-4.968132,20.524147,2.6821213,-10.715496,-3.8983612,-2.4994698,-3.009056,-0.26776123,-13.407059,-5.228981,7.9607277,B,minor,0.836821973323822
,None_f5,../data/Target.mp3,149504,174080,0.0019071771142383416,-788.21655,166.08257,-4.8037453,13.684525,0.8014679,-10.71888,1.9905739,1.9415016,3.8930244,4.8514023,-13.021576,-11.796013,-6.9795055,B,minor,0.743658721446991
,None_f6,../data/Target.mp3,174080,199168,0.0019362492828953024,-789.78595,179.694,-6.2237206,16.850906,6.781437,-18.493198,0.14509964,-12.01936,-1.4081345,-1.5337715,-14.758957,-14.790306,-9.732098,B,minor,0.7769162654876709
,None_f7,../data/Target.mp3,199168,223744,0.0019775813755889735,-795.64984,175.44315,-12.328991,18.276463,3.5339165,-21.689674,-6.555624,-14.992474,-6.4901257,-4.304718,-16.581696,-14.34774,-3.9324265,B,minor,0.8308817744255066
,None_f8,../data/Target.mp3,223744,248832,0.001714891012834043,-784.53375,171.59175,-6.637226,11.921494,-0.79624176,-16.758968,-0.58426285,-3.3051834,2.416088,5.7488976,-19.712025,-16.49553,-5.172207,B,minor,0.7685998678207397
,None_f9,../data/Target.mp3,248832,273408,0.0016547868338723977,-785.2765,164.82442,-22.299213,10.387772,8.556618,-10.976612,1.8649178,0.58509445,4.0761566,3.3768826,-9.817493,-10.491726,-2.7197495,B,minor,0.7236896753311157
,None_f10,../data/Target.mp3,273408,297984,0.00114437456553181,-801.0635,158.77098,-20.07875,21.307297,14.007774,-3.194992,-3.7686691,2.200241,6.2290993,-3.8956757,-17.13494,-3.544117,3.0045815,B,minor,0.8391832113265991
,None_f11,../data/Target.mp3,297984,323072,0.001441200016712656,-811.511,173.79544,-15.053368,24.056843,17.670769,-7.096737,-9.79978,-2.8517532,-0.16967392,-8.759132,-28.17044,-9.936028,-1.385395,B,minor,0.838897705078125
,None_f12,../data/Target.mp3,323072,347648,0.0011623675624529521,-808.34875,170.88908,-1.6411438,22.334839,3.4183388,-4.475075,-7.9222965,4.5021133,-1.3939857,8.123922,-19.593763,-4.8676033,-2.8263283,B,minor,0.8564621210098267
,None_f13,../data/Target.mp3,347648,372736,0.0007512300294272754,-844.8246,180.98666,-24.3423,32.539043,5.752838,9.37146,-3.6362457,15.520126,1.0441093,10.542746,-13.895359,-8.675354,3.5382462,B,minor,0.772014319896698
,None_f14,../data/Target.mp3,372736,397312,0.0010193076450377703,-844.21844,196.6523,-23.245815,31.23351,7.017189,-7.2337837,-6.871456,0.9148941,-6.3948097,-0.92155075,-11.683256,-5.9512787,3.8457031,B,minor,0.8339319825172424
,None_f15,../data/Target.mp3,397312,421888,0.0008519655869652828,-828.8327,183.52463,-26.096138,22.422195,-0.9739647,-6.513218,-10.44496,3.5949707,-4.367943,4.1459045,-8.962799,-13.275372,10.209034,B,minor,0.7182363867759705
,None_f16,../data/Target.mp3,421888,446464,0.001650259830057621,-780.1492,165.66655,0.55474854,9.40576,-3.1899261,-11.567696,-0.047412872,-5.18058,8.103691,-0.2978325,-15.01408,-15.833336,-1.3500137,B,minor,0.8444211483001709
,None_f17,../data/Target.mp3,446464,471040,0.0017437982993821304,-779.1126,170.37161,-11.542625,19.330517,4.8815346,-15.578999,2.4804497,5.802046,4.9773903,-3.5036926,-12.958643,-18.433575,-5.340557,B,minor,0.8450984358787537
,None_f18,../data/Target.mp3,471040,495616,0.0015703307775159676,-789.07043,168.2709,-15.213272,15.393093,7.003483,-15.766697,-1.1293831,-3.9459076,13.406525,-10.164345,-10.933561,-9.94931,3.6304398,B,minor,0.8215572237968445
,None_f19,../data/Target.mp3,495616,520704,0.0014359630188163445,-796.3705,166.4977,-18.584812,17.204811,7.7940216,-19.916271,-5.762844,-7.0158463,9.07177,-8.545559,-15.0778885,-13.730972,-4.341856,B,minor,0.812427818775177
,None_f20,../data/Target.mp3,520704,545280,0.0013306325611968834,-792.86694,169.46036,-7.4130173,14.733471,2.7742577,-7.4319687,-2.7221794,-1.1679306,-0.38777924,0.3773384,-12.588058,-6.928768,0.91342545,B,minor,0.8441948294639587
,None_f21,../data/Target.mp3,545280,570368,0.0016457395894186838,-798.6372,170.68474,1.0606728,21.687603,7.1182976,-10.500671,2.5811157,-2.6315613,2.9305534,-0.90340805,-15.513044,-12.75753,-6.4207764,B,minor,0.7925248146057129
,None_f22,../data/Target.mp3,570368,595968,0.002097507566213608,-800.5438,174.30215,-4.8921165,17.574615,6.852623,-18.141685,-0.5049095,-8.110744,0.8941765,-6.9727745,-16.861519,-16.513844,-12.724411,B,minor,0.7641998529434204
,None_f23,../data/Target.mp3,595968,621568,0.0014552032947540282,-796.8728,164.94748,-3.78442,22.410324,8.622093,-9.516422,-6.7810936,-4.094742,-2.7105446,1.6357269,-17.445784,-13.779121,-1.9541664,B,minor,0.7714594006538391
,None_f24,../data/Target.mp3,621568,647168,0.001880093812942505,-791.1211,172.797,-1.1502838,15.326035,8.559414,-9.774979,-3.013424,-3.6739235,5.375637,10.292959,-16.595768,-14.9314995,-8.201141,B,minor,0.7778974771499634
,None_f25,../data/Target.mp3,647168,672256,0.0017896402551203358,-778.09357,172.10942,-13.7309,10.36095,5.48378,-15.119244,-7.3342724,-1.1649628,-1.217041,-0.6129303,-18.22696,-17.546097,-6.109087,B,minor,0.838205873966217
,None_f26,../data/Target.mp3,672256,697856,0.0014143811166286468,-795.85156,165.89839,-9.637596,29.12576,14.151848,-3.1673431,-9.203327,3.672161,1.7224808,-5.5133133,-20.3652,-10.972828,1.3682785,B,minor,0.8397162556648254
,None_f27,../data/Target.mp3,697856,723968,0.0017446657898379308,-809.0134,182.14642,-8.823818,23.963387,5.1564636,-5.2096634,-15.311167,0.059288025,2.4211388,2.7955399,-17.186693,-8.724373,2.3023453,B,minor,0.7915679216384888
,None_f28,../data/Target.mp3,723968,749568,0.0012885044515132905,-829.8364,194.04684,-12.584103,42.680126,7.1135025,11.065956,-5.929291,6.3493385,-3.9587288,3.3683205,-12.396864,-7.32164,-1.5128059,B,minor,0.8343941569328308
,None_f29,../data/Target.mp3,749568,774656,0.0014163176624142394,-837.77704,207.2108,-18.30201,30.090946,14.518402,-1.5625381,-10.913811,-4.8989487,-3.3419037,-3.8416786,-16.763733,-12.683414,3.766533,B,minor,0.8581985831260681
,None_f30,../data/Target.mp3,774656,799744,0.0013532863587749247,-834.46967,196.46202,-21.824894,22.79935,3.7565308,-8.997471,-18.053495,-2.0793724,-13.17561,-3.1583748,-21.941809,-16.2514,-1.1033669,B,minor,0.8452391028404236
,None_f31,../data/Target.mp3,799744,824832,0.0012790020935389461,-832.25,168.2172,-60.239685,31.980942,-22.605526,-26.623177,-27.65282,-16.76337,-14.382555,-0.22107697,-11.72299,3.427742,13.1489105,B,minor,0.8348968029022217
,None_f32,../data/Target.mp3,824832,849920,0.001390729935801759,-820.81836,100.84444,-83.63925,1.2064438,-21.588982,-28.65879,-45.5373,-12.0895195,-2.3686981,9.649353,11.64785,34.967667,35.777084,B,minor,0.806864857673645
,None_f33,../data/Target.mp3,849920,874496,0.001235775261496504,-882.8508,59.199944,-117.00714,1.700882,-26.189636,-29.92244,-35.53357,-4.5266953,15.607967,13.450495,6.5700264,34.99377,39.255707,D,minor,0.4855968654155731
,None_f34,../data/Target.mp3,874496,899072,0.0015911405595640342,-846.0302,111.1741,-94.69382,-5.86602,-44.935287,-55.281017,-54.880096,-40.85434,1.8331909,15.2205105,-3.8188782,7.7497787,31.774216,F#,minor,0.7454572319984436
,None_f35,../data/Target.mp3,899072,923648,0.0030346320321162543,-776.3107,198.3233,-56.224113,31.951546,-20.146759,-28.33134,-36.67131,-16.823685,-15.060301,-15.041306,-23.739935,-11.831829,-0.41057205,G,major,0.7685922980308533
,None_f36,../data/Target.mp3,923648,948224,0.002585519881298145,-766.8659,197.225,-30.436134,47.924084,9.98233,-2.4049911,-13.281458,-2.1906395,-2.8099213,-7.3517914,-12.853706,-3.8576927,5.9807243,F#,minor,0.7692775726318359
,None_f37,../data/Target.mp3,948224,972800,0.002857521797219912,-806.03064,202.54486,-32.49701,32.880188,-8.754448,-12.291821,-20.40163,-10.444572,-13.913113,5.1168213,-4.238285,-3.1741982,9.417828,F#,minor,0.7097755074501038
,None_f38,../data/Target.mp3,972800,997376,0.0029061768824855485,-768.3983,191.42453,-37.90227,48.13225,13.195549,-3.4645424,-8.449001,-17.450748,-11.156902,3.754982,-23.767609,-4.472336,-3.8129463,F#,minor,0.6657856702804565
,None_f39,../data/Target.mp3,997376,1021952,0.0044580452765027685,-779.1749,218.87761,-20.480915,55.61614,14.26408,3.197998,-7.177868,-4.267742,-6.048958,2.4628754,-18.863018,-10.514038,-8.424955,E,minor,0.8311347961425781
,None_f40,../data/Target.mp3,1021952,1046528,0.0036412396778663,-780.20105,218.09361,-35.458782,48.914646,-6.9494553,-9.503021,-18.057972,-14.142651,-12.963482,-3.7877045,-24.364134,-14.543312,-0.8862877,E,minor,0.8622956871986389
,None_f41,../data/Target.mp3,1046528,1071104,0.0032874376823504767,-789.802,216.77344,-10.727592,56.24134,7.4647675,2.3017616,-5.217201,-8.918072,-6.0277786,9.676786,-15.776785,-8.057724,1.8097687,F#,minor,0.8164123296737671
,None_f42,../data/Target.mp3,1071104,1095680,0.004107368799547355,-760.47815,220.51163,-22.319485,54.568314,9.035816,0.45477295,-4.243294,0.70505524,-4.4441147,7.697712,-13.293282,-1.4022598,4.9591293,F#,minor,0.8626251220703125
,None_f43,../data/Target.mp3,1095680,1120256,0.0029604590187470117,-766.814,208.59521,-35.57706,36.493874,-6.2627068,-9.773315,-26.28077,-15.813641,-17.318048,-2.060234,-18.530962,-3.061451,4.9979477,G,major,0.7003547549247742
,None_f44,../data/Target.mp3,1120256,1144832,0.002564125539114078,-791.26904,207.43945,-33.515694,40.560192,1.7182732,0.43422318,-7.7473183,1.1972504,-0.6374588,-2.3901367,-11.344315,1.222786,21.799519,F#,minor,0.7888016700744629
,None_f45,../data/Target.mp3,1144832,1169408,0.003228849731385708,-829.7343,197.58823,-36.76907,21.935196,-7.294506,-9.451973,-17.872066,-7.121994,-7.7472496,13.122147,-2.5248756,6.364834,22.09251,F#,minor,0.7393436431884766
,None_f46,../data/Target.mp3,1169408,1193984,0.0023318249732255936,-774.13574,196.38637,-34.251095,49.631912,-1.9498177,-9.387035,-20.739143,-5.227997,-5.115902,10.428083,-3.7927895,7.113594,8.667568,F#,minor,0.8367756009101868
,None_f47,../data/Target.mp3,1193984,1219072,0.004311917691814656,-768.1698,212.57385,-23.52324,53.28379,8.732967,0.0525589,-11.153698,-3.6753464,8.498207,14.670582,-19.748775,0.9278679,9.322849,E,minor,0.8428781032562256
,None_f48,../data/Target.mp3,1219072,1244160,0.0030534203563417706,-797.2535,201.86407,-37.72174,36.907772,-0.818779,-5.1714973,-19.794308,-15.463432,-25.879766,-5.981205,-23.905928,-5.434273,-6.851143,E,minor,0.7368841767311096
,None_f49,../data/Target.mp3,1244160,1269248,0.0023654694763981564,-761.11304,187.82428,-35.66376,57.9436,7.3152122,-1.8470345,-11.600773,-0.11073685,4.73909,8.238035,-15.064308,11.937881,18.235931,F#,minor,0.8167715072631836
,None_f50,../data/Target.mp3,1269248,1294336,0.004319527319499424,-768.1886,217.89647,-14.840782,55.13104,12.2987175,-3.036087,-12.494432,-6.0097313,4.204235,24.224646,-15.076025,-2.3529816,16.075268,F#,minor,0.8282052278518677
,None_f51,../data/Target.mp3,1294336,1318912,0.003183302159110705,-777.3954,210.86365,-41.148663,36.323723,-8.996979,-29.686974,-30.777729,-12.490181,-20.633287,-6.125267,-15.568777,-5.441166,4.0824776,G,major,0.7988818883895874
,None_f52,../data/Target.mp3,1318912,1343488,0.0029441009586056075,-779.1294,194.2537,-27.86158,41.056686,7.288208,5.4928513,-13.172466,6.0136642,1.136219,3.0271683,-9.303766,-1.7433624,11.481197,F#,minor,0.7948877215385437
,None_f53,../data/Target.mp3,1343488,1368064,0.0030624776457746825,-811.4573,207.14775,-31.820148,28.982834,-11.409412,-16.488506,-22.870304,-9.003342,-11.325737,6.479973,-8.789404,3.4835625,18.944622,F#,minor,0.758699357509613
,None_f54,../data/Target.mp3,1368064,1392640,0.0028511270259817443,-772.7532,199.25092,-31.61882,53.7644,7.134983,-3.0711937,-8.547958,-6.8011436,-10.286264,5.934574,-20.465778,-6.8835716,5.877987,F#,minor,0.6608932018280029
,None_f55,../data/Target.mp3,1392640,1417216,0.005465225627024968,-789.7166,221.85722,-18.34731,52.08129,14.231873,8.278637,-3.2584076,-8.835815,-5.963768,3.7058182,-22.959833,-12.105995,-6.2024117,E,minor,0.8033073544502258
,None_f56,../data/Target.mp3,1417216,1441792,0.0038678602625926337,-791.90686,216.07596,-33.28157,49.059082,0.4641075,-6.1786194,-20.497406,-12.908379,-18.861086,-6.304409,-23.396852,-10.102081,-5.009327,E,minor,0.8963297605514526
,None_f57,../data/Target.mp3,1441792,1466880,0.00407819571543713,-792.32666,223.0714,-15.463211,60.289562,12.614258,7.2143135,-7.8974075,-7.143959,-5.9799385,7.8987923,-13.278049,-7.9667473,0.9258766,F#,minor,0.8178691267967224
,None_f58,../data/Target.mp3,1466880,1491968,0.004288848869654597,-777.57916,221.63817,-10.092075,58.135036,5.1857834,7.4313774,-13.439079,-8.242676,1.7610359,1.5482178,-13.384859,2.4403954,4.7927246,F#,minor,0.8737414479255676
,None_f59,../data/Target.mp3,1491968,1516544,0.0018194032212098439,-776.1376,183.2498,-17.569336,27.6381,-2.6479454,-3.3808556,-16.715696,-5.930893,-0.12229538,1.5616264,-12.882849,-6.7541313,6.5695305,B,minor,0.8473132252693176
,None_f60,../data/Target.mp3,1516544,1541120,0.0014783876637617748,-792.9904,183.53226,-25.603909,36.823116,2.6520882,2.7164078,-9.249001,4.0265274,-1.1163254,-2.2594604,-9.531237,-9.384598,6.6331406,B,minor,0.8428792953491211
,None_f61,../data/Target.mp3,1541120,1565696,0.0024235003317395845,-801.2312,199.41457,-16.091747,40.984028,4.520653,0.5389633,-15.723131,3.170864,-2.3484077,-7.596813,-15.533014,-9.281605,1.1325111,B,minor,0.8250927329063416
,None_f62,../data/Target.mp3,1565696,1590272,0.0019422324063877265,-811.966,203.90659,-23.90868,36.92311,3.8839722,1.7808838,-21.577225,-3.0952911,-0.4394188,-4.202137,-15.123194,-10.613949,7.1514244,B,minor,0.821958065032959
,None_f63,../data/Target.mp3,1590272,1614848,0.0015865848399698734,-824.77997,194.7846,-17.229485,27.531933,4.573551,0.9911537,-12.326044,1.9806061,-4.909935,-6.609329,-23.518988,-16.016716,7.435978,B,minor,0.835997998714447
,None_f64,../data/Target.mp3,1614848,1639424,0.0012495402867595355,-837.98444,193.10551,-17.078259,28.901012,1.8970413,0.20802689,-10.692268,5.093872,-3.7468414,-2.9854584,-20.492205,-16.209194,-3.2444572,B,minor,0.8419297337532043
,None_f65,../data/Target.mp3,1639424,1664512,0.0019000113314511825,-786.2658,183.08113,-45.576347,29.002079,-14.424404,-16.970745,-25.340254,-17.513607,-11.189892,1.36203,-9.710751,-0.14897537,10.698513,B,minor,0.8591018319129944
,None_f66,../data/Target.mp3,1664512,1689600,0.0017845682343658135,-751.5638,152.61707,-31.72865,9.455879,-18.897331,-8.442535,-14.444206,-0.73215866,7.0772896,1.5055351,-31.133121,-19.281437,9.622768,B,minor,0.8656578660011292
,None_f67,../data/Target.mp3,1689600,1714176,0.0015715163511534531,-781.6041,147.92244,-0.2521248,30.162418,0.07670212,7.8351536,-14.977716,4.0636654,-8.798489,-26.01204,-29.247656,-0.52856827,25.27755,D,major,0.6967384219169617
,None_f68,../data/Target.mp3,1714176,1738752,0.001925258431583643,-772.3467,136.57536,-7.809654,49.609016,7.3444557,3.0782547,-10.539505,8.91106,-13.022072,-22.535038,-43.338673,-10.288624,36.46452,D,major,0.7094626426696777
,None_f69,../data/Target.mp3,1738752,1763328,0.00148285956432422,-798.1424,154.53214,-21.163597,44.50275,1.7441368,6.2293777,-15.230474,-3.4305305,2.4060745,2.0996246,-29.700539,-8.859112,-0.1383667,F#,minor,0.6197633147239685
,None_f70,../data/Target.mp3,1763328,1787904,0.0020390438536802926,-757.9683,155.77768,-28.75275,47.35322,-12.140724,2.0775032,-9.589014,-2.3106308,-0.17277145,-8.486034,-31.29041,-11.748493,29.593292,F#,minor,0.8028295040130615
,None_f71,../data/Target.mp3,1787904,1812480,0.0017436287986735504,-782.5268,151.72394,-9.112362,53.983227,-4.07687,10.895882,7.517788,3.5388756,-2.1385117,-3.7401314,-29.234482,-21.291119,15.340328,F#,minor,0.8072112798690796
,None_f72,../data/Target.mp3,1812480,1837056,0.0014062272384762764,-847.35693,195.52019,-10.489101,58.331795,10.317749,20.443275,-2.6574821,-2.0421715,-3.515461,13.7437,-16.422104,-12.886387,10.478535,F#,minor,0.7912354469299316
,None_f73,../data/Target.mp3,1837056,1862144,0.0016062065046660754,-828.6979,213.73097,-23.970974,43.234783,6.3772507,-1.8182907,-10.899269,1.5699348,4.947014,9.733976,-14.71504,9.836662,15.971138,F#,minor,0.8227272033691406
,None_f74,../data/Target.mp3,1862144,1887232,0.001897516603372535,-764.55963,144.12831,-20.426807,46.463898,-3.066574,10.659132,14.23761,8.619804,17.043476,7.3197384,-35.383007,-24.70538,22.541817,F#,minor,0.7981730699539185
,None_f75,../data/Target.mp3,1887232,1911808,0.0015088400493065517,-790.0054,136.6557,-9.465862,28.481918,-4.681118,0.17157364,-17.882332,1.0426025,-11.374073,-28.873417,-41.83212,-9.051338,22.90303,B,minor,0.7909443974494934
,None_f76,../data/Target.mp3,1911808,1936384,0.001340482539186875,-779.3078,126.85869,-22.01773,44.31795,-6.013191,-5.6384735,-16.290104,12.672516,-10.607393,-19.619766,-49.312096,-12.011253,31.419407,B,minor,0.8266393542289734
,None_f77,../data/Target.mp3,1936384,1960960,0.002157596250375112,-790.5328,164.57597,-24.318531,41.29033,-11.042423,-13.602776,-33.994797,-12.019318,-13.154989,-4.196766,-23.825409,-18.950829,-6.1086464,B,minor,0.8097015023231506
,None_f78,../data/Target.mp3,1960960,1985536,0.00199234609802564,-751.4077,122.609055,-29.85342,40.04318,-21.8755,-7.150234,-2.5181465,0.40859604,-18.891245,-13.107086,-57.42212,-34.407017,22.750813,B,minor,0.806688129901886
,None_f79,../data/Target.mp3,1985536,2010112,0.0016325415732959907,-754.7219,133.10432,-37.467133,39.463017,-2.1974335,-9.1420555,6.223934,5.8808193,-9.126461,-28.431892,-49.970814,-1.823082,22.822227,G,major,0.8621747493743896
,None_f80,../data/Target.mp3,2010112,2034688,0.000985002067560951,-875.98114,190.96304,-6.4311867,52.370644,-0.30211258,7.8570213,-14.0038185,1.8834496,-11.184271,-18.823376,-29.09985,-13.805126,12.2944145,G,major,0.8568084836006165
,None_f81,../data/Target.mp3,2034688,2059776,0.001290509287191897,-821.93414,183.71645,-45.222794,34.17739,-13.794304,-8.558186,-22.19223,-7.4237175,-13.785048,2.5064774,-5.7630005,3.073227,13.785103,G,major,0.8648101687431335
,None_f82,../data/Target.mp3,2059776,2084864,0.0017149445353722085,-753.3749,118.37354,-46.98123,42.154823,-2.6476517,-4.1590424,15.705307,2.2136383,-28.787897,-30.039642,-23.354832,8.8036995,4.7011375,G,major,0.8575976490974426
,None_f83,../data/Target.mp3,2084864,2109952,0.002277357997942944,-825.9271,165.28998,2.9627419,58.289204,3.2234802,16.951557,10.545464,-12.66515,-31.246206,5.7365723,13.120312,-9.888561,-35.6279,E,minor,0.8274837732315063
,None_f84,../data/Target.mp3,2109952,2135040,0.002182936637985463,-780.8728,131.8516,-22.417484,63.000103,-4.081436,13.581421,9.925911,-16.17041,-35.3462,-11.711395,9.8208885,15.692657,-44.54535,E,minor,0.8473573923110962
,None_f85,../data/Target.mp3,2135040,2159616,0.002117781899869442,-798.61487,148.31474,-4.9314423,42.703396,-4.8090057,13.388256,10.554775,3.1119804,1.1949768,-3.2233887,-49.070892,-21.783192,-2.6608543,E,minor,0.8185949921607971
,None_f86,../data/Target.mp3,2159616,2184192,0.002324453555047512,-770.95825,153.5315,-15.148979,29.211342,0.75899506,13.240107,5.1136703,0.6575432,4.7393074,18.407803,-37.53244,-34.91337,2.8253593,E,minor,0.8525728583335876
,None_f87,../data/Target.mp3,2184192,2208768,0.001879088891049226,-765.541,143.49753,-42.994007,31.969734,-13.382385,-7.0521545,-7.4145203,1.1968079,-21.847689,-22.099087,-42.37604,-21.266739,33.86897,B,minor,0.8468365669250488
,None_f88,../data/Target.mp3,2208768,2233344,0.0011917381392170985,-807.9312,174.4845,-39.395164,26.867981,-10.145504,-15.700054,-28.959715,-19.23381,-7.318363,1.6753273,-22.190369,-4.185318,9.362778,B,minor,0.8289206027984619
,None_f89,../data/Target.mp3,2233344,2257920,0.0014218899110953014,-796.4888,173.37755,-55.254604,19.593552,-23.68774,-17.386528,-34.91411,-18.918816,-7.46978,-6.655163,-20.552677,-13.445148,5.868622,B,minor,0.828914999961853
,None_f90,../data/Target.mp3,2257920,2283008,0.0015979758938964531,-819.9484,186.86813,-29.8829,24.926216,-24.608475,-21.471924,-35.712433,-13.986153,-17.476223,-1.785759,-20.186876,-8.951923,14.58548,B,minor,0.8558347821235657
,None_f91,../data/Target.mp3,2283008,2307584,0.0019598876436551413,-797.9829,180.94109,-40.592648,29.824913,-9.757622,-14.866158,-31.858973,-27.068977,-20.817213,-1.0501366,-17.469412,-0.40853882,19.501282,C#,major,0.6282850503921509
